dataset,instance,num_nodes_base,team_size_base,runs_base,reference_best_score_base,best_score_base,mean_score_base,std_score_base,mean_cpu_time_seconds_base,median_cpu_time_seconds_base,mean_iterations_to_convergence_base,success_rate_percent_base,mean_gap_to_reference_best_percent_base,max_gap_to_reference_best_percent_base,num_nodes_improved,team_size_improved,runs_improved,reference_best_score_improved,best_score_improved,mean_score_improved,std_score_improved,mean_cpu_time_seconds_improved,median_cpu_time_seconds_improved,mean_iterations_to_convergence_improved,success_rate_percent_improved,mean_gap_to_reference_best_percent_improved,max_gap_to_reference_best_percent_improved,score_delta,cpu_delta,gap_delta
chao,p6.3.a.txt,64,3,2,0.0,0.0,0.0,0.0,0.0075455500045791,0.0075455500045791,0.0,100.0,0.0,0.0,64,3,2,0.0,0.0,0.0,0.0,0.0060685499993269,0.0060685499993269,0.0,100.0,0.0,0.0,0.0,-0.0014770000052521997,0.0
chao,p6.3.b.txt,64,3,2,0.0,0.0,0.0,0.0,0.0063326000235974,0.0063326000235974,0.0,100.0,0.0,0.0,64,3,2,0.0,0.0,0.0,0.0,0.0054336500006684,0.0054336500006684,0.0,100.0,0.0,0.0,0.0,-0.0008989500229289998,0.0
chao,p6.3.c.txt,64,3,2,0.0,0.0,0.0,0.0,0.006289699987974,0.006289699987974,0.0,100.0,0.0,0.0,64,3,2,0.0,0.0,0.0,0.0,0.0056746000000202,0.0056746000000202,0.0,100.0,0.0,0.0,0.0,-0.0006150999879537995,0.0
chao,p6.3.d.txt,64,3,2,0.0,0.0,0.0,0.0,0.0061003000591881,0.0061003000591881,0.0,100.0,0.0,0.0,64,3,2,0.0,0.0,0.0,0.0,0.0057555000003048,0.0057555000003048,0.0,100.0,0.0,0.0,0.0,-0.0003448000588833003,0.0
chao,p6.3.e.txt,64,3,2,0.0,0.0,0.0,0.0,0.007128549972549,0.007128549972549,0.0,100.0,0.0,0.0,64,3,2,0.0,0.0,0.0,0.0,0.0057054500002777,0.0057054500002777,0.0,100.0,0.0,0.0,0.0,-0.0014230999722713005,0.0
chao,p6.3.f.txt,64,3,2,0.0,0.0,0.0,0.0,0.0055770500330254,0.0055770500330254,0.0,100.0,0.0,0.0,64,3,2,0.0,0.0,0.0,0.0,0.005730200000471,0.005730200000471,0.0,100.0,0.0,0.0,0.0,0.0001531499674456002,0.0
chao,p6.3.g.txt,64,3,2,276.0,276.0,276.0,0.0,0.1111858499934896,0.1111858499934896,3.0,100.0,0.0,0.0,64,3,2,276.0,276.0,276.0,0.0,0.0649787499996819,0.0649787499996819,1.0,100.0,0.0,0.0,0.0,-0.046207099993807704,0.0
chao,p6.3.h.txt,64,3,2,438.0,438.0,435.0,4.242640687119285,0.0914993499754928,0.0914993499754928,14.5,50.0,0.684931506849315,1.36986301369863,64,3,2,444.0,444.0,441.0,4.242640687119285,0.0791888999992806,0.0791888999992806,10.0,50.0,0.6756756756756757,1.351351351351351,6.0,-0.01231044997621221,-0.009255831173639373
chao,p6.3.i.txt,64,3,2,612.0,612.0,606.0,8.48528137423857,0.1169138500117696,0.1169138500117696,15.5,50.0,0.9803921568627452,1.96078431372549,64,3,2,612.0,612.0,609.0,4.242640687119285,0.0968702999989545,0.0968702999989545,12.0,50.0,0.4901960784313725,0.9803921568627452,3.0,-0.020043550012815103,-0.4901960784313727
chao,p6.3.j.txt,64,3,2,828.0,828.0,792.0,50.91168824543142,0.1245729500078596,0.1245729500078596,8.5,50.0,4.3478260869565215,8.695652173913043,64,3,2,828.0,828.0,798.0,42.42640687119285,0.983851300000424,0.983851300000424,10.5,50.0,3.6231884057971016,7.246376811594203,6.0,0.8592783499925644,-0.72463768115942
chao,p6.3.k.txt,64,3,2,840.0,840.0,825.0,21.213203435596427,0.1428295499645173,0.1428295499645173,7.0,50.0,1.7857142857142856,3.571428571428571,64,3,2,888.0,888.0,888.0,0.0,0.1202671000000918,0.1202671000000918,8.0,100.0,0.0,0.0,63.0,-0.022562449964425496,-1.7857142857142856
chao,p6.3.l.txt,64,3,2,996.0,996.0,984.0,16.97056274847714,0.1369447499746456,0.1369447499746456,17.5,50.0,1.2048192771084338,2.409638554216868,64,3,2,990.0,990.0,990.0,0.0,0.1548673000006601,0.1548673000006601,9.5,100.0,0.0,0.0,6.0,0.017922550026014505,-1.2048192771084338
chao,p6.3.m.txt,64,3,2,1056.0,1056.0,1053.0,4.242640687119285,0.145588650018908,0.145588650018908,12.5,50.0,0.2840909090909091,0.5681818181818182,64,3,2,1068.0,1068.0,1041.0,38.18376618407357,0.385963200000333,0.385963200000333,18.0,50.0,2.528089887640449,5.056179775280898,-12.0,0.24037454998142502,2.24399897854954
chao,p6.3.n.txt,64,3,2,1134.0,1134.0,1131.0,4.242640687119285,0.1332704499363899,0.1332704499363899,10.0,50.0,0.2645502645502645,0.5291005291005291,64,3,2,1158.0,1158.0,1152.0,8.48528137423857,0.8155986499996288,0.8155986499996288,19.5,50.0,0.5181347150259068,1.0362694300518136,21.0,0.6823282000632389,0.2535844504756423
chao,p6.4.a.txt,64,4,2,0.0,0.0,0.0,0.0,0.008031649980694,0.008031649980694,0.0,100.0,0.0,0.0,64,4,2,0.0,0.0,0.0,0.0,0.0070255000000543,0.0070255000000543,0.0,100.0,0.0,0.0,0.0,-0.0010061499806397,0.0
chao,p6.4.b.txt,64,4,2,0.0,0.0,0.0,0.0,0.0079562000464648,0.0079562000464648,0.0,100.0,0.0,0.0,64,4,2,0.0,0.0,0.0,0.0,0.0064576000004308,0.0064576000004308,0.0,100.0,0.0,0.0,0.0,-0.0014986000460340005,0.0
chao,p6.4.c.txt,64,4,2,0.0,0.0,0.0,0.0,0.0080489499378018,0.0080489499378018,0.0,100.0,0.0,0.0,64,4,2,0.0,0.0,0.0,0.0,0.006603100000575,0.006603100000575,0.0,100.0,0.0,0.0,0.0,-0.0014458499372267996,0.0
chao,p6.4.d.txt,64,4,2,0.0,0.0,0.0,0.0,0.0091519000707194,0.0091519000707194,0.0,100.0,0.0,0.0,64,4,2,0.0,0.0,0.0,0.0,0.0064637499999662,0.0064637499999662,0.0,100.0,0.0,0.0,0.0,-0.0026881500707532004,0.0
chao,p6.4.e.txt,64,4,2,0.0,0.0,0.0,0.0,0.0076388999586924,0.0076388999586924,0.0,100.0,0.0,0.0,64,4,2,0.0,0.0,0.0,0.0,0.0063548999996783,0.0063548999996783,0.0,100.0,0.0,0.0,0.0,-0.0012839999590141,0.0
chao,p6.4.f.txt,64,4,2,0.0,0.0,0.0,0.0,0.0069283500197343,0.0069283500197343,0.0,100.0,0.0,0.0,64,4,2,0.0,0.0,0.0,0.0,0.0064859499998419,0.0064859499998419,0.0,100.0,0.0,0.0,0.0,-0.00044240001989240014,0.0
chao,p6.4.g.txt,64,4,2,0.0,0.0,0.0,0.0,0.0071498999604955,0.0071498999604955,0.0,100.0,0.0,0.0,64,4,2,0.0,0.0,0.0,0.0,0.0065690999999787,0.0065690999999787,0.0,100.0,0.0,0.0,0.0,-0.0005807999605168005,0.0
chao,p6.4.h.txt,64,4,2,0.0,0.0,0.0,0.0,0.0076664499938488,0.0076664499938488,0.0,100.0,0.0,0.0,64,4,2,0.0,0.0,0.0,0.0,0.0063765999993847,0.0063765999993847,0.0,100.0,0.0,0.0,0.0,-0.0012898499944640996,0.0
chao,p6.4.i.txt,64,4,2,0.0,0.0,0.0,0.0,0.0074141999939456,0.0074141999939456,0.0,100.0,0.0,0.0,64,4,2,0.0,0.0,0.0,0.0,0.0066639500000746,0.0066639500000746,0.0,100.0,0.0,0.0,0.0,-0.000750249993871,0.0
chao,p6.4.j.txt,64,4,2,366.0,366.0,363.0,4.242640687119285,0.0886208500014618,0.0886208500014618,3.5,50.0,0.819672131147541,1.639344262295082,64,4,2,366.0,366.0,363.0,4.242640687119285,0.0790462000004481,0.0790462000004481,3.5,50.0,0.819672131147541,1.639344262295082,0.0,-0.009574650001013707,0.0
chao,p6.4.k.txt,64,4,2,516.0,516.0,510.0,8.48528137423857,0.1046769500244408,0.1046769500244408,17.0,50.0,1.162790697674419,2.3255813953488373,64,4,2,522.0,522.0,519.0,4.242640687119285,0.103104699999676,0.103104699999676,14.5,50.0,0.5747126436781609,1.1494252873563218,9.0,-0.0015722500247647986,-0.588078053996258
chao,p6.4.l.txt,64,4,2,684.0,684.0,684.0,0.0,0.1297796000144444,0.1297796000144444,2.0,100.0,0.0,0.0,64,4,2,684.0,684.0,684.0,0.0,0.1221308499998485,0.1221308499998485,2.0,100.0,0.0,0.0,0.0,-0.0076487500145959175,0.0
chao,p6.4.m.txt,64,4,2,912.0,912.0,897.0,21.213203435596427,0.1496951500303112,0.1496951500303112,11.5,50.0,1.644736842105263,3.289473684210526,64,4,2,882.0,882.0,876.0,8.48528137423857,0.1243063000001711,0.1243063000001711,11.5,50.0,0.6802721088435374,1.3605442176870748,-21.0,-0.025388850030140103,-0.9644647332617257
chao,p6.4.n.txt,64,4,2,1068.0,1068.0,1032.0,50.91168824543142,0.1944511499605141,0.1944511499605141,13.5,50.0,3.3707865168539324,6.741573033707865,64,4,2,1068.0,1068.0,1044.0,33.94112549695428,0.2035807000011118,0.2035807000011118,4.0,50.0,2.247191011235955,4.49438202247191,12.0,0.009129550040597706,-1.1235955056179772
chao,p7.2.a.txt,102,2,2,30.0,30.0,30.0,0.0,0.0213446499546989,0.0213446499546989,0.0,100.0,0.0,0.0,102,2,2,30.0,30.0,30.0,0.0,0.0181741000005786,0.0181741000005786,0.0,100.0,0.0,0.0,0.0,-0.0031705499541202983,0.0
chao,p7.2.b.txt,102,2,2,64.0,64.0,64.0,0.0,0.0292736999690532,0.0292736999690532,0.0,100.0,0.0,0.0,102,2,2,64.0,64.0,64.0,0.0,0.026559449999695,0.026559449999695,0.0,100.0,0.0,0.0,0.0,-0.0027142499693582,0.0
chao,p7.2.c.txt,102,2,2,101.0,101.0,101.0,0.0,0.0394992000074125,0.0394992000074125,3.5,100.0,0.0,0.0,102,2,2,101.0,101.0,101.0,0.0,0.0321413000001484,0.0321413000001484,3.5,100.0,0.0,0.0,0.0,-0.0073579000072641,0.0
chao,p7.2.d.txt,102,2,2,190.0,190.0,186.0,5.656854249492381,0.0499918000423349,0.0499918000423349,12.5,50.0,2.1052631578947367,4.2105263157894735,102,2,2,190.0,190.0,181.5,12.020815280171307,0.0439707499990618,0.0439707499990618,6.0,50.0,4.473684210526316,8.947368421052632,-4.5,-0.0060210500432731,2.368421052631579
chao,p7.2.e.txt,102,2,2,280.0,280.0,266.5,19.091883092036785,0.0840422000037506,0.0840422000037506,16.5,50.0,4.821428571428572,9.642857142857144,102,2,2,280.0,280.0,263.0,24.04163056034261,0.0636358500005371,0.0636358500005371,15.0,50.0,6.071428571428571,12.142857142857142,-3.5,-0.02040635000321349,1.2499999999999991
chao,p7.2.f.txt,102,2,2,379.0,379.0,378.0,1.4142135623730951,0.1131495999870821,0.1131495999870821,16.0,50.0,0.2638522427440633,0.5277044854881267,102,2,2,380.0,380.0,377.5,3.5355339059327378,0.0943600999999034,0.0943600999999034,5.0,50.0,0.6578947368421052,1.3157894736842104,-0.5,-0.0187894999871787,0.3940424940980419
chao,p7.2.g.txt,102,2,2,406.0,406.0,394.5,16.263455967290593,0.1330668999580666,0.1330668999580666,14.0,50.0,2.832512315270936,5.665024630541872,102,2,2,413.0,413.0,404.5,12.020815280171307,0.1082003999999869,0.1082003999999869,14.0,50.0,2.0581113801452786,4.116222760290557,10.0,-0.024866499958079685,-0.7744009351256573
chao,p7.2.h.txt,102,2,2,449.0,449.0,439.0,14.142135623730953,0.1477865000488236,0.1477865000488236,14.0,50.0,2.2271714922049,4.4543429844098,102,2,2,441.0,441.0,431.5,13.435028842544405,0.1165833000004568,0.1165833000004568,14.5,50.0,2.1541950113378685,4.308390022675737,-7.5,-0.031203200048366797,-0.07297648086703168
chao,p7.2.i.txt,102,2,2,531.0,531.0,524.5,9.192388155425116,0.1866934500285424,0.1866934500285424,9.5,50.0,1.2241054613935969,2.4482109227871938,102,2,2,564.0,564.0,550.5,19.091883092036785,0.1475794500001939,0.1475794500001939,14.5,50.0,2.393617021276596,4.787234042553192,26.0,-0.0391140000283485,1.169511559882999
chao,p7.2.j.txt,102,2,2,629.0,629.0,604.5,34.64823227814083,0.2213056500186212,0.2213056500186212,14.0,50.0,3.8950715421303657,7.790143084260731,102,2,2,622.0,622.0,597.5,34.64823227814083,0.1604905000003782,0.1604905000003782,15.0,50.0,3.938906752411576,7.877813504823152,-7.0,-0.060815150018243,0.04383521028121029
chao,p7.2.k.txt,102,2,2,682.0,682.0,663.5,26.16295090390226,0.2225869499961845,0.2225869499961845,12.0,50.0,2.7126099706744866,5.425219941348973,102,2,2,655.0,655.0,647.0,11.31370849898476,0.1700228999998216,0.1700228999998216,7.0,50.0,1.2213740458015268,2.442748091603053,-16.5,-0.05256404999636291,-1.4912359248729599
chao,p7.2.l.txt,102,2,2,747.0,747.0,728.0,26.87005768508881,0.2599327499628998,0.2599327499628998,16.0,50.0,2.5435073627844718,5.087014725568943,102,2,2,689.0,689.0,676.5,17.67766952966369,0.2031087499999557,0.2031087499999557,17.0,50.0,1.81422351233672,3.62844702467344,-51.5,-0.05682399996294407,-0.7292838504477517
chao,p7.2.m.txt,102,2,2,760.0,760.0,750.0,14.142135623730953,0.3267073500319384,0.3267073500319384,17.0,50.0,1.3157894736842104,2.631578947368421,102,2,2,760.0,760.0,743.0,24.04163056034261,0.2297490000000834,0.2297490000000834,15.0,50.0,2.236842105263158,4.473684210526316,-7.0,-0.09695835003185502,0.9210526315789476
chao,p7.2.n.txt,102,2,2,828.0,828.0,818.5,13.435028842544405,0.3086481000063941,0.3086481000063941,15.5,50.0,1.147342995169082,2.294685990338164,102,2,2,813.0,813.0,794.5,26.16295090390226,0.2329863999993904,0.2329863999993904,9.0,50.0,2.2755227552275525,4.551045510455105,-24.0,-0.0756617000070037,1.1281797600584706
chao,p7.2.o.txt,102,2,2,908.0,908.0,901.0,9.899494936611664,0.3291605000267736,0.3291605000267736,20.0,50.0,0.7709251101321586,1.5418502202643172,102,2,2,902.0,902.0,899.0,4.242640687119285,0.2445710499987399,0.2445710499987399,11.5,50.0,0.3325942350332594,0.6651884700665188,-2.0,-0.0845894500280337,-0.4383308750988992
chao,p7.2.p.txt,102,2,2,942.0,942.0,936.0,8.48528137423857,0.3541721499641426,0.3541721499641426,18.0,50.0,0.6369426751592357,1.2738853503184715,102,2,2,958.0,958.0,931.0,38.18376618407357,0.270111949999773,0.270111949999773,18.0,50.0,2.8183716075156577,5.636743215031316,-5.0,-0.08406019996436959,2.1814289323564218
chao,p7.2.q.txt,102,2,2,1019.0,1019.0,1007.5,16.263455967290593,0.3758828000281937,0.3758828000281937,16.0,50.0,1.12855740922473,2.2571148184494603,102,2,2,1006.0,1006.0,983.0,32.526911934581186,0.2747042499995586,0.2747042499995586,8.0,50.0,2.286282306163022,4.572564612326044,-24.5,-0.10117855002863507,1.157724896938292
chao,p7.2.r.txt,102,2,2,1038.0,1038.0,1036.0,2.8284271247461903,0.4045939500210807,0.4045939500210807,17.5,50.0,0.1926782273603083,0.3853564547206166,102,2,2,1028.0,1028.0,1023.5,6.363961030678928,0.3044737999989593,0.3044737999989593,13.0,50.0,0.4377431906614786,0.8754863813229572,-12.5,-0.10012015002212138,0.2450649633011703
chao,p7.2.s.txt,102,2,2,1082.0,1082.0,1040.0,59.39696961966999,0.4841799000278115,0.4841799000278115,19.0,50.0,3.8817005545286505,7.763401109057301,102,2,2,1027.0,1027.0,1024.0,4.242640687119285,0.3129074500002389,0.3129074500002389,13.5,50.0,0.2921129503407984,0.5842259006815969,-16.0,-0.17127245002757263,-3.589587604187852
chao,p7.2.t.txt,102,2,2,1153.0,1153.0,1145.0,11.31370849898476,0.4106704499572515,0.4106704499572515,17.5,50.0,0.6938421509106678,1.3876843018213356,102,2,2,1154.0,1154.0,1143.5,14.849242404917495,0.3047237000000677,0.3047237000000677,15.0,50.0,0.9098786828422876,1.8197573656845756,-1.5,-0.10594674995718378,0.21603653193161976
chao,p7.3.a.txt,102,3,2,0.0,0.0,0.0,0.0,0.0115268499939702,0.0115268499939702,0.0,100.0,0.0,0.0,102,3,2,0.0,0.0,0.0,0.0,0.0096937500002241,0.0096937500002241,0.0,100.0,0.0,0.0,0.0,-0.0018330999937461005,0.0
chao,p7.3.b.txt,102,3,2,46.0,46.0,46.0,0.0,0.03020420006942,0.03020420006942,0.0,100.0,0.0,0.0,102,3,2,46.0,46.0,46.0,0.0,0.0318912499997168,0.0318912499997168,0.0,100.0,0.0,0.0,0.0,0.0016870499302967974,0.0
chao,p7.3.c.txt,102,3,2,79.0,79.0,79.0,0.0,0.038683199963998,0.038683199963998,0.0,100.0,0.0,0.0,102,3,2,79.0,79.0,79.0,0.0,0.0412397499985672,0.0412397499985672,0.0,100.0,0.0,0.0,0.0,0.0025565500345691994,0.0
chao,p7.3.d.txt,102,3,2,117.0,117.0,117.0,0.0,0.0561413499526679,0.0561413499526679,0.0,100.0,0.0,0.0,102,3,2,117.0,117.0,117.0,0.0,0.0573392999995121,0.0573392999995121,0.0,100.0,0.0,0.0,0.0,0.0011979500468441984,0.0
chao,p7.3.e.txt,102,3,2,175.0,175.0,170.0,7.071067811865476,0.0602710499661043,0.0602710499661043,6.0,50.0,2.857142857142857,5.714285714285714,102,3,2,175.0,175.0,170.0,7.071067811865476,0.0556722999999692,0.0556722999999692,1.0,50.0,2.857142857142857,5.714285714285714,0.0,-0.004598749966135102,0.0
chao,p7.3.f.txt,102,3,2,247.0,247.0,243.0,5.656854249492381,0.0842303999816067,0.0842303999816067,11.0,50.0,1.6194331983805668,3.238866396761133,102,3,2,247.0,247.0,240.0,9.899494936611664,0.0770031000010931,0.0770031000010931,17.0,50.0,2.834008097165992,5.668016194331984,-3.0,-0.0072272999805135935,1.2145748987854252
chao,p7.3.g.txt,102,3,2,344.0,344.0,344.0,0.0,0.1125378000433556,0.1125378000433556,7.5,100.0,0.0,0.0,102,3,2,344.0,344.0,339.5,6.363961030678928,0.110609100000147,0.110609100000147,3.0,50.0,1.308139534883721,2.616279069767442,-4.5,-0.0019287000432086088,1.308139534883721
chao,p7.3.h.txt,102,3,2,416.0,416.0,392.0,33.94112549695428,0.153841349936556,0.153841349936556,13.0,50.0,5.769230769230769,11.538461538461538,102,3,2,416.0,416.0,396.5,27.577164466275352,0.1382815999995728,0.1382815999995728,19.5,50.0,4.6875,9.375,4.5,-0.015559749936983197,-1.0817307692307692
chao,p7.3.i.txt,102,3,2,478.0,478.0,474.5,4.949747468305833,0.185456850042101,0.185456850042101,11.5,50.0,0.7322175732217573,1.4644351464435146,102,3,2,471.0,471.0,457.0,19.79898987322333,0.1717999499996949,0.1717999499996949,8.0,50.0,2.9723991507431,5.9447983014862,-17.5,-0.013656900042406106,2.2401815775213425
chao,p7.3.j.txt,102,3,2,551.0,551.0,534.5,23.33452377915607,0.2122802000376396,0.2122802000376396,12.0,50.0,2.994555353901996,5.9891107078039925,102,3,2,539.0,539.0,533.5,7.7781745930520225,0.1784904999994978,0.1784904999994978,6.0,50.0,1.020408163265306,2.0408163265306123,-1.0,-0.0337897000381418,-1.9741471906366899
chao,p7.3.k.txt,102,3,2,582.0,582.0,561.5,28.991378028648448,0.2867419000249356,0.2867419000249356,16.5,50.0,3.52233676975945,7.0446735395189,102,3,2,553.0,553.0,552.5,0.7071067811865476,0.1968545999998241,0.1968545999998241,12.0,50.0,0.0904159132007233,0.1808318264014466,-9.0,-0.0898873000251115,-3.431920856558727
chao,p7.3.l.txt,102,3,2,669.0,669.0,659.5,13.435028842544405,0.2673793000285513,0.2673793000285513,10.5,50.0,1.4200298953662185,2.8400597907324365,102,3,2,655.0,655.0,627.5,38.89087296526012,0.1923759499995867,0.1923759499995867,15.5,50.0,4.198473282442748,8.396946564885496,-32.0,-0.0750033500289646,2.7784433870765297
chao,p7.3.m.txt,102,3,2,717.0,717.0,659.5,81.31727983645297,0.2643771499861032,0.2643771499861032,17.0,50.0,8.01952580195258,16.03905160390516,102,3,2,707.0,707.0,704.0,4.242640687119285,0.2282830000003741,0.2282830000003741,16.5,50.0,0.4243281471004243,0.8486562942008486,44.5,-0.036094149985729074,-7.595197654852156
chao,p7.3.n.txt,102,3,2,780.0,780.0,777.0,4.242640687119285,0.3145460999803617,0.3145460999803617,17.5,50.0,0.3846153846153846,0.7692307692307693,102,3,2,801.0,801.0,795.5,7.7781745930520225,0.2522006000008332,0.2522006000008332,4.0,50.0,0.686641697877653,1.373283395755306,18.5,-0.062345499979528485,0.30202631326226836
chao,p7.3.o.txt,102,3,2,852.0,852.0,845.0,9.899494936611664,0.3115339500363916,0.3115339500363916,12.5,50.0,0.8215962441314555,1.643192488262911,102,3,2,852.0,852.0,826.5,36.06244584051392,0.2666137999995044,0.2666137999995044,12.0,50.0,2.992957746478873,5.985915492957746,-18.5,-0.04492015003688721,2.1713615023474175
chao,p7.3.p.txt,102,3,2,861.0,861.0,847.0,19.79898987322333,0.3326578999985941,0.3326578999985941,19.0,50.0,1.6260162601626018,3.252032520325204,102,3,2,876.0,876.0,852.5,33.23401871576773,0.2431175500005338,0.2431175500005338,16.5,50.0,2.682648401826484,5.365296803652968,5.5,-0.08954034999806026,1.0566321416638822
chao,p7.3.q.txt,102,3,2,965.0,965.0,919.5,64.34671708797582,0.3929873000015504,0.3929873000015504,14.5,50.0,4.715025906735751,9.430051813471502,102,3,2,965.0,965.0,903.0,87.68124086713189,0.2798451500002556,0.2798451500002556,14.5,50.0,6.424870466321243,12.849740932642488,-16.5,-0.1131421500012948,1.709844559585492
chao,p7.3.r.txt,102,3,2,1010.0,1010.0,998.5,16.263455967290593,0.3975817499449476,0.3975817499449476,15.0,50.0,1.1386138613861383,2.277227722772277,102,3,2,985.0,985.0,970.0,21.213203435596427,0.2748523500004012,0.2748523500004012,15.0,50.0,1.5228426395939088,3.045685279187817,-28.5,-0.1227293999445464,0.38422877820777046
chao,p7.3.s.txt,102,3,2,1040.0,1040.0,986.0,76.36753236814714,0.3774206999223679,0.3774206999223679,13.5,50.0,5.1923076923076925,10.384615384615383,102,3,2,1010.0,1010.0,998.0,16.97056274847714,0.3237908500004778,0.3237908500004778,11.0,50.0,1.188118811881188,2.376237623762376,12.0,-0.05362984992189007,-4.004188880426504
chao,p7.3.t.txt,102,3,2,1084.0,1084.0,1061.0,32.526911934581186,0.4254053499898873,0.4254053499898873,19.0,50.0,2.121771217712177,4.243542435424354,102,3,2,1084.0,1084.0,1078.5,7.7781745930520225,0.2971087500000067,0.2971087500000067,14.0,50.0,0.507380073800738,1.014760147601476,17.5,-0.12829659998988063,-1.6143911439114391
chao,p7.4.a.txt,102,4,2,0.0,0.0,0.0,0.0,0.0136634000227786,0.0136634000227786,0.0,100.0,0.0,0.0,102,4,2,0.0,0.0,0.0,0.0,0.0106493500006763,0.0106493500006763,0.0,100.0,0.0,0.0,0.0,-0.0030140500221023,0.0
chao,p7.4.b.txt,102,4,2,30.0,30.0,30.0,0.0,0.0329724499606527,0.0329724499606527,0.0,100.0,0.0,0.0,102,4,2,30.0,30.0,30.0,0.0,0.0284373499998764,0.0284373499998764,0.0,100.0,0.0,0.0,0.0,-0.004535099960776296,0.0
chao,p7.4.c.txt,102,4,2,46.0,46.0,46.0,0.0,0.0356549500138498,0.0356549500138498,0.0,100.0,0.0,0.0,102,4,2,46.0,46.0,46.0,0.0,0.0352786500006914,0.0352786500006914,0.0,100.0,0.0,0.0,0.0,-0.000376300013158401,0.0
chao,p7.4.d.txt,102,4,2,79.0,79.0,79.0,0.0,0.0507390999700874,0.0507390999700874,0.0,100.0,0.0,0.0,102,4,2,79.0,79.0,79.0,0.0,0.043692899999769,0.043692899999769,0.0,100.0,0.0,0.0,0.0,-0.007046199970318405,0.0
chao,p7.4.e.txt,102,4,2,123.0,123.0,123.0,0.0,0.063698900048621,0.063698900048621,0.0,100.0,0.0,0.0,102,4,2,123.0,123.0,123.0,0.0,0.0603983499995592,0.0603983499995592,0.0,100.0,0.0,0.0,0.0,-0.0033005500490617956,0.0
chao,p7.4.f.txt,102,4,2,164.0,164.0,161.0,4.242640687119285,0.0734506500302814,0.0734506500302814,3.5,50.0,1.829268292682927,3.658536585365853,102,4,2,164.0,164.0,164.0,0.0,0.0767504000004919,0.0767504000004919,10.0,100.0,0.0,0.0,3.0,0.0032997499702105,-1.829268292682927
chao,p7.4.g.txt,102,4,2,206.0,206.0,204.0,2.8284271247461903,0.0924334999872371,0.0924334999872371,1.5,50.0,0.9708737864077668,1.9417475728155336,102,4,2,211.0,211.0,208.5,3.5355339059327378,0.089255700000649,0.089255700000649,0.5,50.0,1.1848341232227488,2.3696682464454977,4.5,-0.003177799986588098,0.21396033681498206
chao,p7.4.h.txt,102,4,2,285.0,285.0,285.0,0.0,0.1175509500317275,0.1175509500317275,15.0,100.0,0.0,0.0,102,4,2,285.0,285.0,284.0,1.4142135623730951,0.1052152499996736,0.1052152499996736,3.0,50.0,0.3508771929824561,0.7017543859649122,-1.0,-0.012335700032053892,0.3508771929824561
chao,p7.4.i.txt,102,4,2,351.0,351.0,350.0,1.4142135623730951,0.1880067500169389,0.1880067500169389,5.0,50.0,0.2849002849002849,0.5698005698005698,102,4,2,366.0,366.0,357.5,12.020815280171307,0.1267718999997669,0.1267718999997669,3.5,50.0,2.3224043715847,4.644808743169399,7.5,-0.06123485001717199,2.037504086684415
chao,p7.4.j.txt,102,4,2,450.0,450.0,449.0,1.4142135623730951,0.209499099990353,0.209499099990353,13.0,50.0,0.2222222222222222,0.4444444444444444,102,4,2,453.0,453.0,453.0,0.0,0.1607169999997495,0.1607169999997495,14.5,100.0,0.0,0.0,4.0,-0.048782099990603484,-0.2222222222222222
chao,p7.4.k.txt,102,4,2,508.0,508.0,505.5,3.5355339059327378,0.2910961000015959,0.2910961000015959,8.5,50.0,0.4921259842519685,0.984251968503937,102,4,2,501.0,501.0,491.0,14.142135623730953,0.18081119999988,0.18081119999988,18.0,50.0,1.996007984031936,3.992015968063872,-14.5,-0.11028490000171592,1.5038819997799675
chao,p7.4.l.txt,102,4,2,544.0,544.0,539.0,7.071067811865476,0.3352598000201396,0.3352598000201396,8.0,50.0,0.9191176470588236,1.8382352941176472,102,4,2,567.0,567.0,559.0,11.31370849898476,0.2258292500000607,0.2258292500000607,6.0,50.0,1.4109347442680775,2.821869488536155,20.0,-0.1094305500200789,0.49181709720925393
chao,p7.4.m.txt,102,4,2,610.0,610.0,603.5,9.192388155425116,0.286055899981875,0.286055899981875,12.5,50.0,1.0655737704918031,2.1311475409836063,102,4,2,617.0,617.0,615.5,2.1213203435596424,0.2321604500002649,0.2321604500002649,19.0,50.0,0.2431118314424635,0.4862236628849271,12.0,-0.05389544998161008,-0.8224619390493396
chao,p7.4.n.txt,102,4,2,686.0,686.0,676.5,13.435028842544405,0.2847610000171698,0.2847610000171698,8.5,50.0,1.3848396501457727,2.7696793002915454,102,4,2,681.0,681.0,671.5,13.435028842544405,0.2622950499990111,0.2622950499990111,9.0,50.0,1.3950073421439062,2.7900146842878124,-5.0,-0.02246595001815871,0.010167691998133499
chao,p7.4.o.txt,102,4,2,743.0,743.0,735.0,11.31370849898476,0.3302171999821439,0.3302171999821439,15.0,50.0,1.0767160161507403,2.1534320323014806,102,4,2,761.0,761.0,751.0,14.142135623730953,0.269069450000643,0.269069450000643,11.5,50.0,1.314060446780552,2.628120893561104,16.0,-0.06114774998150091,0.2373444306298116
chao,p7.4.p.txt,102,4,2,801.0,801.0,791.5,13.435028842544405,0.3954990499769337,0.3954990499769337,6.5,50.0,1.1860174781523096,2.3720349563046192,102,4,2,803.0,803.0,792.5,14.849242404917495,0.2727646500006813,0.2727646500006813,10.0,50.0,1.3075965130759652,2.6151930261519305,1.0,-0.1227343999762524,0.12157903492365563
