dataset,instance,num_nodes,team_size,runs,reference_best_score,best_score,mean_score,std_score,mean_cpu_time_seconds,median_cpu_time_seconds,mean_iterations_to_convergence,success_rate_percent,mean_gap_to_reference_best_percent,max_gap_to_reference_best_percent
chao,p6.4.j.txt,64,4,2,366.0,366.0,363.0,4.242640687119285,0.0886208500014618,0.0886208500014618,3.5,50.0,0.819672131147541,1.639344262295082
chao,p6.4.k.txt,64,4,2,516.0,516.0,510.0,8.48528137423857,0.10467695002444088,0.10467695002444088,17.0,50.0,1.1627906976744187,2.3255813953488373
chao,p6.4.l.txt,64,4,2,684.0,684.0,684.0,0.0,0.12977960001444444,0.12977960001444444,2.0,100.0,0.0,0.0
chao,p6.4.m.txt,64,4,2,912.0,912.0,897.0,21.213203435596427,0.1496951500303112,0.1496951500303112,11.5,50.0,1.644736842105263,3.289473684210526
chao,p6.4.n.txt,64,4,2,1068.0,1068.0,1032.0,50.91168824543142,0.19445114996051416,0.19445114996051416,13.5,50.0,3.3707865168539324,6.741573033707865
chao,p7.2.a.txt,102,2,2,30.0,30.0,30.0,0.0,0.02134464995469898,0.02134464995469898,0.0,100.0,0.0,0.0
chao,p7.2.b.txt,102,2,2,64.0,64.0,64.0,0.0,0.02927369996905327,0.02927369996905327,0.0,100.0,0.0,0.0
chao,p7.2.c.txt,102,2,2,101.0,101.0,101.0,0.0,0.03949920000741258,0.03949920000741258,3.5,100.0,0.0,0.0
chao,p7.2.d.txt,102,2,2,190.0,190.0,186.0,5.656854249492381,0.049991800042334944,0.049991800042334944,12.5,50.0,2.1052631578947367,4.2105263157894735
chao,p7.2.e.txt,102,2,2,280.0,280.0,266.5,19.091883092036785,0.08404220000375062,0.08404220000375062,16.5,50.0,4.821428571428572,9.642857142857144
chao,p7.2.f.txt,102,2,2,379.0,379.0,378.0,1.4142135623730951,0.11314959998708218,0.11314959998708218,16.0,50.0,0.2638522427440633,0.5277044854881267
chao,p7.2.g.txt,102,2,2,406.0,406.0,394.5,16.263455967290593,0.13306689995806664,0.13306689995806664,14.0,50.0,2.832512315270936,5.665024630541872
chao,p7.2.h.txt,102,2,2,449.0,449.0,439.0,14.142135623730951,0.14778650004882365,0.14778650004882365,14.0,50.0,2.2271714922048997,4.4543429844097995
chao,p7.2.i.txt,102,2,2,531.0,531.0,524.5,9.192388155425117,0.18669345002854243,0.18669345002854243,9.5,50.0,1.2241054613935969,2.4482109227871938
chao,p7.2.j.txt,102,2,2,629.0,629.0,604.5,34.64823227814083,0.22130565001862124,0.22130565001862124,14.0,50.0,3.8950715421303657,7.790143084260731
chao,p7.2.k.txt,102,2,2,682.0,682.0,663.5,26.16295090390226,0.22258694999618456,0.22258694999618456,12.0,50.0,2.7126099706744866,5.425219941348973
chao,p7.2.l.txt,102,2,2,747.0,747.0,728.0,26.870057685088806,0.25993274996289983,0.25993274996289983,16.0,50.0,2.5435073627844713,5.087014725568943
chao,p7.2.m.txt,102,2,2,760.0,760.0,750.0,14.142135623730951,0.3267073500319384,0.3267073500319384,17.0,50.0,1.3157894736842104,2.631578947368421
chao,p7.2.n.txt,102,2,2,828.0,828.0,818.5,13.435028842544403,0.3086481000063941,0.3086481000063941,15.5,50.0,1.1473429951690821,2.2946859903381642
chao,p7.2.o.txt,102,2,2,908.0,908.0,901.0,9.899494936611665,0.32916050002677366,0.32916050002677366,20.0,50.0,0.7709251101321586,1.5418502202643172
chao,p7.2.p.txt,102,2,2,942.0,942.0,936.0,8.48528137423857,0.3541721499641426,0.3541721499641426,18.0,50.0,0.6369426751592357,1.2738853503184715
chao,p7.2.q.txt,102,2,2,1019.0,1019.0,1007.5,16.263455967290593,0.37588280002819374,0.37588280002819374,16.0,50.0,1.1285574092247301,2.2571148184494603
chao,p7.2.r.txt,102,2,2,1038.0,1038.0,1036.0,2.8284271247461903,0.4045939500210807,0.4045939500210807,17.5,50.0,0.1926782273603083,0.3853564547206166
chao,p7.2.s.txt,102,2,2,1082.0,1082.0,1040.0,59.39696961966999,0.4841799000278115,0.4841799000278115,19.0,50.0,3.8817005545286505,7.763401109057301
chao,p7.2.t.txt,102,2,2,1153.0,1153.0,1145.0,11.313708498984761,0.41067044995725155,0.41067044995725155,17.5,50.0,0.6938421509106678,1.3876843018213356
chao,p7.3.a.txt,102,3,2,0.0,0.0,0.0,0.0,0.011526849993970245,0.011526849993970245,0.0,100.0,0.0,0.0
chao,p7.3.b.txt,102,3,2,46.0,46.0,46.0,0.0,0.03020420006942004,0.03020420006942004,0.0,100.0,0.0,0.0
chao,p7.3.c.txt,102,3,2,79.0,79.0,79.0,0.0,0.03868319996399805,0.03868319996399805,0.0,100.0,0.0,0.0
chao,p7.3.d.txt,102,3,2,117.0,117.0,117.0,0.0,0.05614134995266795,0.05614134995266795,0.0,100.0,0.0,0.0
chao,p7.3.e.txt,102,3,2,175.0,175.0,170.0,7.0710678118654755,0.06027104996610433,0.06027104996610433,6.0,50.0,2.857142857142857,5.714285714285714
chao,p7.3.f.txt,102,3,2,247.0,247.0,243.0,5.656854249492381,0.08423039998160675,0.08423039998160675,11.0,50.0,1.6194331983805668,3.2388663967611335
chao,p7.3.g.txt,102,3,2,344.0,344.0,344.0,0.0,0.11253780004335567,0.11253780004335567,7.5,100.0,0.0,0.0
chao,p7.3.h.txt,102,3,2,416.0,416.0,392.0,33.94112549695428,0.15384134993655607,0.15384134993655607,13.0,50.0,5.769230769230769,11.538461538461538
chao,p7.3.i.txt,102,3,2,478.0,478.0,474.5,4.949747468305833,0.185456850042101,0.185456850042101,11.5,50.0,0.7322175732217573,1.4644351464435146
chao,p7.3.j.txt,102,3,2,551.0,551.0,534.5,23.33452377915607,0.2122802000376396,0.2122802000376396,12.0,50.0,2.9945553539019962,5.9891107078039925
chao,p7.3.k.txt,102,3,2,582.0,582.0,561.5,28.991378028648448,0.2867419000249356,0.2867419000249356,16.5,50.0,3.52233676975945,7.0446735395189
chao,p7.3.l.txt,102,3,2,669.0,669.0,659.5,13.435028842544403,0.26737930002855137,0.26737930002855137,10.5,50.0,1.4200298953662183,2.8400597907324365
chao,p7.3.m.txt,102,3,2,717.0,717.0,659.5,81.31727983645297,0.2643771499861032,0.2643771499861032,17.0,50.0,8.01952580195258,16.03905160390516
chao,p7.3.n.txt,102,3,2,780.0,780.0,777.0,4.242640687119285,0.31454609998036176,0.31454609998036176,17.5,50.0,0.38461538461538464,0.7692307692307693
chao,p7.3.o.txt,102,3,2,852.0,852.0,845.0,9.899494936611665,0.3115339500363916,0.3115339500363916,12.5,50.0,0.8215962441314555,1.643192488262911
chao,p7.3.p.txt,102,3,2,861.0,861.0,847.0,19.79898987322333,0.3326578999985941,0.3326578999985941,19.0,50.0,1.6260162601626018,3.2520325203252036
chao,p7.3.q.txt,102,3,2,965.0,965.0,919.5,64.34671708797582,0.39298730000155047,0.39298730000155047,14.5,50.0,4.715025906735751,9.430051813471502
chao,p7.3.r.txt,102,3,2,1010.0,1010.0,998.5,16.263455967290593,0.39758174994494766,0.39758174994494766,15.0,50.0,1.1386138613861385,2.277227722772277
chao,p7.3.s.txt,102,3,2,1040.0,1040.0,986.0,76.36753236814714,0.37742069992236793,0.37742069992236793,13.5,50.0,5.1923076923076925,10.384615384615385
chao,p7.3.t.txt,102,3,2,1084.0,1084.0,1061.0,32.526911934581186,0.4254053499898873,0.4254053499898873,19.0,50.0,2.121771217712177,4.243542435424354
chao,p7.4.a.txt,102,4,2,0.0,0.0,0.0,0.0,0.01366340002277866,0.01366340002277866,0.0,100.0,0.0,0.0
chao,p7.4.b.txt,102,4,2,30.0,30.0,30.0,0.0,0.03297244996065274,0.03297244996065274,0.0,100.0,0.0,0.0
chao,p7.4.c.txt,102,4,2,46.0,46.0,46.0,0.0,0.035654950013849884,0.035654950013849884,0.0,100.0,0.0,0.0
chao,p7.4.d.txt,102,4,2,79.0,79.0,79.0,0.0,0.05073909997008741,0.05073909997008741,0.0,100.0,0.0,0.0
chao,p7.4.e.txt,102,4,2,123.0,123.0,123.0,0.0,0.063698900048621,0.063698900048621,0.0,100.0,0.0,0.0
chao,p7.4.f.txt,102,4,2,164.0,164.0,161.0,4.242640687119285,0.0734506500302814,0.0734506500302814,3.5,50.0,1.8292682926829267,3.6585365853658534
chao,p7.4.g.txt,102,4,2,206.0,206.0,204.0,2.8284271247461903,0.09243349998723716,0.09243349998723716,1.5,50.0,0.9708737864077669,1.9417475728155338
chao,p7.4.h.txt,102,4,2,285.0,285.0,285.0,0.0,0.11755095003172755,0.11755095003172755,15.0,100.0,0.0,0.0
chao,p7.4.i.txt,102,4,2,351.0,351.0,350.0,1.4142135623730951,0.1880067500169389,0.1880067500169389,5.0,50.0,0.2849002849002849,0.5698005698005698
chao,p7.4.j.txt,102,4,2,450.0,450.0,449.0,1.4142135623730951,0.209499099990353,0.209499099990353,13.0,50.0,0.2222222222222222,0.4444444444444444
chao,p7.4.k.txt,102,4,2,508.0,508.0,505.5,3.5355339059327378,0.2910961000015959,0.2910961000015959,8.5,50.0,0.4921259842519685,0.984251968503937
chao,p7.4.l.txt,102,4,2,544.0,544.0,539.0,7.0710678118654755,0.33525980002013966,0.33525980002013966,8.0,50.0,0.9191176470588236,1.8382352941176472
chao,p7.4.m.txt,102,4,2,610.0,610.0,603.5,9.192388155425117,0.286055899981875,0.286055899981875,12.5,50.0,1.0655737704918031,2.1311475409836063
chao,p7.4.n.txt,102,4,2,686.0,686.0,676.5,13.435028842544403,0.28476100001716986,0.28476100001716986,8.5,50.0,1.3848396501457727,2.7696793002915454
chao,p7.4.o.txt,102,4,2,743.0,743.0,735.0,11.313708498984761,0.33021719998214394,0.33021719998214394,15.0,50.0,1.0767160161507403,2.1534320323014806
chao,p7.4.p.txt,102,4,2,801.0,801.0,791.5,13.435028842544403,0.39549904997693375,0.39549904997693375,6.5,50.0,1.1860174781523096,2.3720349563046192
chao,p7.4.q.txt,102,4,2,868.0,868.0,847.0,29.698484809834994,0.41615855001145974,0.41615855001145974,14.0,50.0,2.4193548387096775,4.838709677419355
chao,p7.4.r.txt,102,4,2,898.0,898.0,883.0,21.213203435596427,0.4378373999497853,0.4378373999497853,16.0,50.0,1.670378619153675,3.34075723830735
chao,p7.4.s.txt,102,4,2,969.0,969.0,967.0,2.8284271247461903,0.391213950002566,0.391213950002566,18.5,50.0,0.20639834881320948,0.41279669762641896
chao,p7.4.t.txt,102,4,2,1012.0,1012.0,991.0,29.698484809834994,0.4379596000071615,0.4379596000071615,15.5,50.0,2.075098814229249,4.150197628458498
dang,bier127_gen1_m2.txt,128,2,2,101.0,101.0,101.0,0.0,0.9279911000048742,0.9279911000048742,15.5,100.0,0.0,0.0
dang,bier127_gen1_m3.txt,128,3,2,97.0,97.0,95.5,2.1213203435596424,0.8387685500201769,0.8387685500201769,6.5,50.0,1.5463917525773196,3.0927835051546393
dang,bier127_gen2_m2.txt,128,2,2,5354.0,5354.0,5247.0,151.32085117392117,0.8988463499699719,0.8988463499699719,18.0,50.0,1.998505790063504,3.997011580127008
dang,bier127_gen2_m3.txt,128,3,2,5013.0,5013.0,4982.5,43.1335136523794,0.9094336000271142,0.9094336000271142,13.5,50.0,0.6084181129064433,1.2168362258128866
dang,bier127_gen2_m4.txt,128,4,2,4820.0,4820.0,4745.0,106.06601717798213,0.877031399984844,0.877031399984844,20.0,50.0,1.5560165975103735,3.112033195020747
dang,bier127_gen3_m2.txt,128,2,2,2681.0,2681.0,2672.5,12.020815280171307,0.8561737499549054,0.8561737499549054,15.0,50.0,0.3170458784035807,0.6340917568071615
dang,bier127_gen3_m3.txt,128,3,2,2404.0,2404.0,2370.0,48.08326112068523,0.9309336000005715,0.9309336000005715,13.0,50.0,1.4143094841930115,2.828618968386023
dang,bier127_gen3_m4.txt,128,4,2,2109.0,2109.0,2093.5,21.920310216782973,0.8641814499860629,0.8641814499860629,18.0,50.0,0.734945471787577,1.469890943575154
dang,cmt101c_m3.txt,102,3,2,1230.0,1230.0,1220.0,14.142135623730951,0.41322490002494305,0.41322490002494305,10.0,50.0,0.8130081300813009,1.6260162601626018
dang,cmt151b_m3.txt,152,3,2,1303.0,1303.0,1282.5,28.991378028648448,0.9238443500362337,0.9238443500362337,11.5,50.0,1.5732924021488872,3.1465848042977744
dang,cmt151c_m2.txt,152,2,2,1861.0,1861.0,1842.0,26.870057685088806,1.5687899999902584,1.5687899999902584,18.0,50.0,1.0209564750134337,2.0419129500268673
dang,cmt151c_m3.txt,152,3,2,1773.0,1773.0,1772.5,0.7071067811865476,1.3811389500042424,1.3811389500042424,19.5,50.0,0.028200789622109423,0.05640157924421885
dang,cmt151c_m4.txt,152,4,2,1680.0,1680.0,1675.5,6.363961030678928,1.4611498999875039,1.4611498999875039,16.5,50.0,0.26785714285714285,0.5357142857142857
dang,cmt200b_m2.txt,201,2,2,2007.0,2007.0,1931.5,106.77312395916867,2.4338424500310794,2.4338424500310794,14.5,50.0,3.761833582461385,7.52366716492277
dang,cmt200b_m3.txt,201,3,2,1872.0,1872.0,1870.0,2.8284271247461903,2.3893441999680363,2.3893441999680363,17.5,50.0,0.10683760683760685,0.2136752136752137
dang,cmt200b_m4.txt,201,4,2,1692.0,1692.0,1625.0,94.75230867899737,1.9401193500962108,1.9401193500962108,20.0,50.0,3.959810874704492,7.919621749408984
dang,cmt200c_m2.txt,201,2,2,2721.0,2721.0,2715.0,8.48528137423857,5.445701250049751,5.445701250049751,16.5,50.0,0.2205071664829107,0.4410143329658214
dang,cmt200c_m3.txt,201,3,2,2547.0,2547.0,2507.0,56.568542494923804,7.243142099992838,7.243142099992838,19.5,50.0,1.5704750687082842,3.1409501374165685
dang,cmt200c_m4.txt,201,4,2,2342.0,2342.0,2321.5,28.991378028648448,5.878404650022276,5.878404650022276,13.0,50.0,0.8753202391118702,1.7506404782237404
dang,eil101b_m3.txt,102,3,2,904.0,904.0,890.0,19.79898987322333,0.8673300500377081,0.8673300500377081,18.0,50.0,1.5486725663716814,3.0973451327433628
dang,eil101c_m2.txt,102,2,2,1291.0,1291.0,1277.0,19.79898987322333,1.101565299963113,1.101565299963113,13.5,50.0,1.0844306738962044,2.168861347792409
dang,eil101c_m3.txt,102,3,2,1216.0,1216.0,1200.0,22.627416997969522,1.0030010500340723,1.0030010500340723,16.0,50.0,1.3157894736842104,2.631578947368421
dang,gil262_gen1_m3.txt,263,3,2,84.0,84.0,81.5,3.5355339059327378,5.008633300021756,5.008633300021756,15.0,50.0,2.976190476190476,5.952380952380952
dang,gil262_gen1_m4.txt,263,4,2,73.0,73.0,73.0,0.0,4.606225800001994,4.606225800001994,16.5,100.0,0.0,0.0
dang,gil262_gen2_m2.txt,263,2,2,6664.0,6664.0,6539.0,176.7766952966369,7.5025576000334695,7.5025576000334695,19.0,50.0,1.875750300120048,3.751500600240096
dang,gil262_gen2_m3.txt,263,3,2,5028.0,5028.0,4925.5,144.95689014324225,5.384244849963579,5.384244849963579,19.5,50.0,2.0385839299920447,4.0771678599840895
dang,gil262_gen3_m2.txt,263,2,2,6188.0,6188.0,6041.0,207.88939366884497,9.133377699996345,9.133377699996345,19.0,50.0,2.3755656108597285,4.751131221719457
dang,gil262_gen3_m4.txt,263,4,2,2319.0,2319.0,2219.0,141.4213562373095,7.730711049924139,7.730711049924139,13.5,50.0,4.3122035360068995,8.624407072013799
dang,gil262a_m2.txt,251,2,2,3884.0,3884.0,3813.5,99.7020561473032,6.359922950039618,6.359922950039618,16.5,50.0,1.8151390319258498,3.6302780638516996
dang,gil262a_m4.txt,251,4,2,2944.0,2944.0,2771.5,243.9518395093589,2.563492400047835,2.563492400047835,16.5,50.0,5.859375,11.71875
dang,gil262b_m2.txt,251,2,2,7450.0,7450.0,7263.0,264.45793616376875,6.984080749971326,6.984080749971326,11.5,50.0,2.51006711409396,5.02013422818792
dang,gil262b_m3.txt,251,3,2,6724.0,6724.0,6434.5,409.414826307011,5.12372414994752,5.12372414994752,17.0,50.0,4.305472932778108,8.610945865556216
dang,gil262b_m4.txt,251,4,2,5910.0,5910.0,5875.0,49.49747468305833,4.216957149968948,4.216957149968948,13.0,50.0,0.5922165820642978,1.1844331641285957
dang,gil262c_m2.txt,251,2,2,10238.0,10238.0,10202.5,50.204581464244875,9.19510645000264,9.19510645000264,19.5,50.0,0.3467474116038289,0.6934948232076578
dang,gil262c_m3.txt,251,3,2,9350.0,9350.0,9170.5,253.85133444597056,8.371791600016877,8.371791600016877,19.5,50.0,1.9197860962566846,3.8395721925133692
dang,gil262c_m4.txt,251,4,2,8694.0,8694.0,8425.5,379.716341497176,7.283809100044891,7.283809100044891,20.0,50.0,3.088336783988958,6.176673567977916
dang,gr229_gen1_m4.txt,230,4,2,216.0,216.0,215.5,0.7071067811865476,6.974068799987435,6.974068799987435,9.0,50.0,0.23148148148148145,0.4629629629629629
dang,gr229_gen2_m3.txt,230,3,2,11120.0,11120.0,11120.0,0.0,6.805643550003879,6.805643550003879,0.0,100.0,0.0,0.0
dang,gr229_gen2_m4.txt,230,4,2,11083.0,11083.0,11078.5,6.363961030678928,7.677929699944798,7.677929699944798,15.5,50.0,0.04060272489398178,0.08120544978796355
dang,gr229_gen3_m3.txt,230,3,2,7355.0,7355.0,7355.0,0.0,7.61365349998232,7.61365349998232,0.5,100.0,0.0,0.0
dang,gr229_gen3_m4.txt,230,4,2,7355.0,7355.0,7355.0,0.0,7.441660599957686,7.441660599957686,13.0,100.0,0.0,0.0
dang,kroA150_gen2_m2.txt,151,2,2,4187.0,4187.0,4136.5,71.4177848998413,1.3299677500035614,1.3299677500035614,7.0,50.0,1.2061141628851206,2.4122283257702413
dang,kroA150_gen3_m3.txt,151,3,2,2203.0,2203.0,2188.0,21.213203435596427,1.0084154499927536,1.0084154499927536,18.5,50.0,0.6808896958692692,1.3617793917385383
dang,kroA200_gen1_m4.txt,201,4,2,76.0,76.0,74.5,2.1213203435596424,2.5938833500258625,2.5938833500258625,18.5,50.0,1.9736842105263157,3.9473684210526314
dang,kroB200_gen1_m2.txt,201,2,2,99.0,99.0,96.0,4.242640687119285,2.8631342499284074,2.8631342499284074,9.0,50.0,3.0303030303030303,6.0606060606060606
dang,kroB200_gen2_m2.txt,201,2,2,5607.0,5607.0,5394.0,301.22748878546923,2.8456561499624513,2.8456561499624513,17.5,50.0,3.7988228999464955,7.597645799892991
dang,kroB200_gen2_m4.txt,201,4,2,4141.0,4141.0,4110.0,43.840620433565945,2.4353784500272013,2.4353784500272013,16.5,50.0,0.7486114465105047,1.4972228930210094
dang,kroB200_gen3_m2.txt,201,2,2,3189.0,3189.0,3059.5,183.1406563273158,3.129939599952195,3.129939599952195,18.5,50.0,4.0608341172781435,8.121668234556287
dang,kroB200_gen3_m3.txt,201,3,2,2565.0,2565.0,2397.5,236.88077169749343,2.8959827499929816,2.8959827499929816,19.5,50.0,6.530214424951267,13.060428849902534
dang,lin318_gen1_m2.txt,319,2,2,159.0,159.0,155.5,4.949747468305833,10.972394299926236,10.972394299926236,15.5,50.0,2.20125786163522,4.40251572327044
dang,lin318_gen1_m3.txt,319,3,2,128.0,128.0,127.5,0.7071067811865476,8.033172350027598,8.033172350027598,16.0,50.0,0.390625,0.78125
dang,lin318_gen2_m2.txt,319,2,2,8191.0,8191.0,8153.5,53.033008588991066,11.888922449958045,11.888922449958045,15.5,50.0,0.45781955805151997,0.9156391161030399
dang,lin318_gen2_m3.txt,319,3,2,7102.0,7102.0,6846.0,362.03867196751236,9.049120199983008,9.049120199983008,16.5,50.0,3.604618417347226,7.209236834694452
dang,lin318_gen3_m2.txt,319,2,2,6471.0,6471.0,6370.5,142.12846301849606,12.057127649954055,12.057127649954055,13.5,50.0,1.5530829856281874,3.1061659712563747
dang,lin318_gen3_m4.txt,319,4,2,3367.0,3367.0,3148.5,309.00566337852126,11.798553149972577,11.798553149972577,7.0,50.0,6.489456489456489,12.978912978912978
dang,pr136_gen1_m2.txt,137,2,2,59.0,59.0,58.5,0.7071067811865476,1.2719848999986425,1.2719848999986425,6.0,50.0,0.847457627118644,1.694915254237288
dang,pr136_gen2_m2.txt,137,2,2,3540.0,3540.0,3513.5,37.476659402887016,1.1725451499805786,1.1725451499805786,10.5,50.0,0.748587570621469,1.497175141242938
dang,pr264_gen1_m4.txt,265,4,2,99.0,99.0,92.0,9.899494936611665,4.0812631999724545,4.0812631999724545,7.5,50.0,7.07070707070707,14.14141414141414
dang,pr264_gen2_m2.txt,265,2,2,6486.0,6486.0,6455.0,43.840620433565945,6.835082850011531,6.835082850011531,18.5,50.0,0.4779525131051496,0.9559050262102992
dang,pr264_gen2_m3.txt,265,3,2,6117.0,6117.0,5933.5,259.50818869546293,9.132200049993116,9.132200049993116,8.5,50.0,2.9998365211705083,5.9996730423410165
dang,pr264_gen2_m4.txt,265,4,2,5068.0,5068.0,5014.0,76.36753236814714,5.955561100039631,5.955561100039631,16.0,50.0,1.0655090765588004,2.131018153117601
dang,pr264_gen3_m3.txt,265,3,2,2430.0,2430.0,2430.0,0.0,7.7975186499534175,7.7975186499534175,1.5,100.0,0.0,0.0
dang,pr299_gen1_m2.txt,300,2,2,129.0,129.0,126.0,4.242640687119285,10.711669050040655,10.711669050040655,13.5,50.0,2.3255813953488373,4.651162790697675
dang,pr299_gen1_m3.txt,300,3,2,103.0,103.0,102.5,0.7071067811865476,7.654177099990193,7.654177099990193,12.5,50.0,0.48543689320388345,0.9708737864077669
dang,pr299_gen1_m4.txt,300,4,2,77.0,77.0,76.5,0.7071067811865476,5.723028999986127,5.723028999986127,10.0,50.0,0.6493506493506493,1.2987012987012987
dang,pr299_gen2_m3.txt,300,3,2,5546.0,5546.0,5433.5,159.0990257669732,8.310404299991205,8.310404299991205,16.5,50.0,2.028489001081861,4.056978002163722
dang,pr299_gen2_m4.txt,300,4,2,4129.0,4129.0,4058.5,99.7020561473032,5.549184400006197,5.549184400006197,12.5,50.0,1.7074352143376121,3.4148704286752243
dang,pr299_gen3_m2.txt,300,2,2,4987.0,4987.0,4928.0,83.43860018001261,12.103406199952587,12.103406199952587,18.5,50.0,1.1830759975937437,2.3661519951874874
dang,pr299_gen3_m3.txt,300,3,2,3144.0,3144.0,3040.5,146.37110370561533,8.954882649995852,8.954882649995852,18.5,50.0,3.2919847328244276,6.583969465648855
dang,pr299_gen3_m4.txt,300,4,2,2152.0,2152.0,2087.0,91.92388155425118,6.4166272999718785,6.4166272999718785,10.5,50.0,3.020446096654275,6.04089219330855
dang,rat195_gen2_m2.txt,196,2,2,4675.0,4675.0,4639.5,50.204581464244875,3.369790050026495,3.369790050026495,17.0,50.0,0.7593582887700534,1.5187165775401068
dang,rat195_gen3_m3.txt,196,3,2,2450.0,2450.0,2405.0,63.63961030678928,3.454871900030412,3.454871900030412,15.5,50.0,1.8367346938775513,3.6734693877551026
dang,rd400_gen1_m2.txt,401,2,2,206.0,206.0,205.5,0.7071067811865476,35.51657279994106,35.51657279994106,18.5,50.0,0.24271844660194172,0.48543689320388345
dang,rd400_gen1_m3.txt,401,3,2,195.0,195.0,193.5,2.1213203435596424,19.403058900032192,19.403058900032192,19.0,50.0,0.7692307692307693,1.5384615384615385
dang,rd400_gen1_m4.txt,401,4,2,192.0,192.0,186.0,8.48528137423857,14.792804550030269,14.792804550030269,20.0,50.0,3.125,6.25
dang,rd400_gen2_m2.txt,401,2,2,11835.0,11835.0,11203.0,893.7829714197961,17.880496500001755,17.880496500001755,17.0,50.0,5.340092944655683,10.680185889311366
dang,rd400_gen2_m3.txt,401,3,2,11073.0,11073.0,10741.0,469.51890270786754,16.832721199956723,16.832721199956723,19.0,50.0,2.9982841145127788,5.9965682290255575
dang,rd400_gen2_m4.txt,401,4,2,9886.0,9886.0,9857.5,40.30508652763321,14.957689050002955,14.957689050002955,20.0,50.0,0.28828646570908356,0.5765729314181671
dang,rd400_gen3_m2.txt,401,2,2,11044.0,11044.0,10507.5,758.7255762131655,19.09080099995481,19.09080099995481,19.5,50.0,4.857841361825425,9.71568272365085
dang,rd400_gen3_m3.txt,401,3,2,10026.0,10026.0,9625.5,566.3925317304246,18.050225700018927,18.050225700018927,16.0,50.0,3.9946140035906645,7.989228007181329
dang,rd400_gen3_m4.txt,401,4,2,8412.0,8412.0,8117.0,417.19300090006305,16.162856299954,16.162856299954,15.5,50.0,3.5068949120304325,7.013789824060865
dang,ts225_gen2_m2.txt,226,2,2,5213.0,5213.0,5032.0,255.9726547895302,2.386779100052081,2.386779100052081,14.0,50.0,3.4720890082486093,6.944178016497219
vansteenwegen,bier127_gen1_m2.txt,128,2,2,101.0,101.0,101.0,0.0,0.9452549500274472,0.9452549500274472,15.5,100.0,0.0,0.0
vansteenwegen,bier127_gen1_m3.txt,128,3,2,97.0,97.0,95.5,2.1213203435596424,0.9469824500847608,0.9469824500847608,6.5,50.0,1.5463917525773196,3.0927835051546393
vansteenwegen,bier127_gen2_m2.txt,128,2,2,5354.0,5354.0,5247.0,151.32085117392117,0.8773295499850065,0.8773295499850065,18.0,50.0,1.998505790063504,3.997011580127008
vansteenwegen,bier127_gen2_m3.txt,128,3,2,5013.0,5013.0,4982.5,43.1335136523794,0.8915027999901213,0.8915027999901213,13.5,50.0,0.6084181129064433,1.2168362258128866
vansteenwegen,bier127_gen2_m4.txt,128,4,2,4820.0,4820.0,4745.0,106.06601717798213,0.93700750003336,0.93700750003336,20.0,50.0,1.5560165975103735,3.112033195020747
vansteenwegen,bier127_gen3_m2.txt,128,2,2,2681.0,2681.0,2672.5,12.020815280171307,0.8700627499492839,0.8700627499492839,15.0,50.0,0.3170458784035807,0.6340917568071615
vansteenwegen,bier127_gen3_m3.txt,128,3,2,2404.0,2404.0,2370.0,48.08326112068523,1.0038702500169165,1.0038702500169165,13.0,50.0,1.4143094841930115,2.828618968386023
vansteenwegen,bier127_gen3_m4.txt,128,4,2,2109.0,2109.0,2093.5,21.920310216782973,1.0426623999373987,1.0426623999373987,18.0,50.0,0.734945471787577,1.469890943575154
vansteenwegen,cmt101c_m3.txt,102,3,2,1230.0,1230.0,1220.0,14.142135623730951,0.4191815000376664,0.4191815000376664,10.0,50.0,0.8130081300813009,1.6260162601626018
vansteenwegen,cmt151b_m3.txt,152,3,2,1303.0,1303.0,1282.5,28.991378028648448,0.9728181500104256,0.9728181500104256,11.5,50.0,1.5732924021488872,3.1465848042977744
vansteenwegen,cmt151c_m2.txt,152,2,2,1861.0,1861.0,1842.0,26.870057685088806,1.5326401499914937,1.5326401499914937,18.0,50.0,1.0209564750134337,2.0419129500268673
vansteenwegen,cmt151c_m3.txt,152,3,2,1773.0,1773.0,1772.5,0.7071067811865476,1.3619148500147276,1.3619148500147276,19.5,50.0,0.028200789622109423,0.05640157924421885
vansteenwegen,cmt151c_m4.txt,152,4,2,1680.0,1680.0,1675.5,6.363961030678928,1.44043335004244,1.44043335004244,16.5,50.0,0.26785714285714285,0.5357142857142857
vansteenwegen,cmt200b_m2.txt,201,2,2,2007.0,2007.0,1931.5,106.77312395916867,2.4826798500143923,2.4826798500143923,14.5,50.0,3.761833582461385,7.52366716492277
vansteenwegen,cmt200b_m3.txt,201,3,2,1872.0,1872.0,1870.0,2.8284271247461903,2.4133297000080347,2.4133297000080347,17.5,50.0,0.10683760683760685,0.2136752136752137
vansteenwegen,cmt200b_m4.txt,201,4,2,1692.0,1692.0,1625.0,94.75230867899737,2.005441800050903,2.005441800050903,20.0,50.0,3.959810874704492,7.919621749408984
vansteenwegen,cmt200c_m2.txt,201,2,2,2721.0,2721.0,2715.0,8.48528137423857,3.5329029000131413,3.5329029000131413,16.5,50.0,0.2205071664829107,0.4410143329658214
vansteenwegen,cmt200c_m3.txt,201,3,2,2547.0,2547.0,2507.0,56.568542494923804,3.131301350018475,3.131301350018475,19.5,50.0,1.5704750687082842,3.1409501374165685
